Sample_ID, Time, R, G, B

0,2025-04-01 14:01:35,49,90,133
0,2025-04-01 14:01:35,49,90,133
0,2025-04-01 14:01:36,48,90,132
0,2025-04-01 14:01:36,48,89,132
0,2025-04-01 14:01:37,49,90,132
0,2025-04-01 14:01:37,49,90,132
0,2025-04-01 14:01:38,49,90,132
0,2025-04-01 14:01:38,49,90,132
0,2025-04-01 14:01:38,49,90,132
0,2025-04-01 14:01:39,49,90,132
0,2025-04-01 14:01:39,49,90,132
0,2025-04-01 14:01:39,49,90,132
0,2025-04-01 14:01:40,49,90,132
0,2025-04-01 14:01:40,49,90,132
0,2025-04-01 14:01:41,49,89,132
0,2025-04-01 14:01:41,49,89,131
0,2025-04-01 14:01:42,49,89,132
0,2025-04-01 14:01:42,49,89,132
0,2025-04-01 14:01:43,49,89,132
0,2025-04-01 14:01:43,49,89,132
0,2025-04-01 14:01:43,49,89,132
0,2025-04-01 14:01:44,49,89,132
0,2025-04-01 14:01:44,50,89,132
0,2025-04-01 14:01:44,50,89,132
0,2025-04-01 14:01:45,50,89,132
0,2025-04-01 14:01:45,50,89,132
0,2025-04-01 14:01:46,50,89,131
0,2025-04-01 14:01:46,50,89,131
0,2025-04-01 14:01:47,50,89,132
0,2025-04-01 14:01:47,50,89,131
0,2025-04-01 14:01:47,50,89,131
0,2025-04-01 14:01:48,50,89,131
0,2025-04-01 14:01:48,50,89,131
0,2025-04-01 14:01:49,50,89,131
0,2025-04-01 14:01:49,50,89,131
0,2025-04-01 14:01:49,50,89,131
0,2025-04-01 14:01:50,51,89,131
0,2025-04-01 14:01:50,51,89,131
0,2025-04-01 14:01:51,51,89,131
0,2025-04-01 14:01:51,51,89,131
0,2025-04-01 14:01:52,51,89,131
0,2025-04-01 14:01:52,51,89,131
0,2025-04-01 14:01:52,51,89,131
0,2025-04-01 14:01:53,51,89,131
0,2025-04-01 14:01:53,52,89,131
0,2025-04-01 14:01:53,52,89,131
0,2025-04-01 14:01:54,52,89,131
0,2025-04-01 14:01:54,52,89,131
0,2025-04-01 14:01:55,53,90,131
0,2025-04-01 14:01:55,53,90,131
0,2025-04-01 14:01:56,53,90,131
0,2025-04-01 14:01:56,53,90,131
0,2025-04-01 14:01:56,53,90,131
0,2025-04-01 14:01:57,54,90,131
0,2025-04-01 14:01:57,54,90,132
0,2025-04-01 14:01:57,54,90,132
0,2025-04-01 14:01:58,54,90,131
0,2025-04-01 14:01:58,55,90,131
0,2025-04-01 14:01:59,55,90,131
0,2025-04-01 14:01:59,56,90,131
0,2025-04-01 14:02:00,57,90,131
0,2025-04-01 14:02:00,57,90,132
0,2025-04-01 14:02:00,58,91,132
0,2025-04-01 14:02:01,59,91,132
0,2025-04-01 14:02:01,60,91,132
0,2025-04-01 14:02:02,60,91,132
0,2025-04-01 14:02:02,62,91,132
0,2025-04-01 14:02:02,62,92,132
0,2025-04-01 14:02:03,64,92,132
0,2025-04-01 14:02:03,65,92,132
0,2025-04-01 14:02:04,67,93,132
0,2025-04-01 14:02:04,68,93,132
0,2025-04-01 14:02:05,70,94,132
0,2025-04-01 14:02:05,71,94,132
0,2025-04-01 14:02:05,74,95,133
0,2025-04-01 14:02:06,75,95,133
0,2025-04-01 14:02:06,78,96,133
0,2025-04-01 14:02:06,79,97,133
0,2025-04-01 14:02:07,82,98,133
0,2025-04-01 14:02:07,83,99,133
0,2025-04-01 14:02:08,86,100,134
0,2025-04-01 14:02:08,87,101,134
0,2025-04-01 14:02:09,91,103,135
0,2025-04-01 14:02:09,92,103,135
0,2025-04-01 14:02:09,95,106,136
0,2025-04-01 14:02:10,96,106,136
0,2025-04-01 14:02:10,99,109,137
0,2025-04-01 14:02:11,99,109,137
0,2025-04-01 14:02:11,102,112,138
0,2025-04-01 14:02:11,103,112,138
0,2025-04-01 14:02:12,105,115,139
0,2025-04-01 14:02:12,101,112,136
0,2025-04-01 14:02:13,103,114,137
0,2025-04-01 14:02:13,104,115,137
1,2025-04-01 14:02:52,63,107,135
1,2025-04-01 14:02:52,61,106,135
1,2025-04-01 14:02:53,61,107,135
1,2025-04-01 14:02:53,62,107,135
1,2025-04-01 14:02:54,60,105,134
1,2025-04-01 14:02:54,61,106,135
1,2025-04-01 14:02:54,61,106,135
1,2025-04-01 14:02:55,61,106,135
1,2025-04-01 14:02:55,61,106,135
1,2025-04-01 14:02:56,61,106,135
1,2025-04-01 14:02:56,61,106,135
1,2025-04-01 14:02:56,61,106,135
1,2025-04-01 14:02:57,61,106,135
1,2025-04-01 14:02:57,61,106,135
1,2025-04-01 14:02:58,61,106,135
1,2025-04-01 14:02:58,61,106,135
1,2025-04-01 14:02:59,61,106,135
1,2025-04-01 14:02:59,61,106,135
1,2025-04-01 14:02:59,61,106,135
1,2025-04-01 14:03:00,61,106,135
1,2025-04-01 14:03:00,62,106,135
1,2025-04-01 14:03:00,62,106,135
1,2025-04-01 14:03:01,62,106,135
1,2025-04-01 14:03:01,62,106,135
1,2025-04-01 14:03:02,62,106,135
1,2025-04-01 14:03:02,62,106,135
1,2025-04-01 14:03:03,62,106,135
1,2025-04-01 14:03:03,62,106,135
1,2025-04-01 14:03:03,62,106,135
1,2025-04-01 14:03:04,62,106,135
1,2025-04-01 14:03:04,62,106,135
1,2025-04-01 14:03:04,62,106,135
1,2025-04-01 14:03:05,62,106,135
1,2025-04-01 14:03:05,62,106,135
1,2025-04-01 14:03:06,62,106,134
1,2025-04-01 14:03:06,62,106,134
1,2025-04-01 14:03:07,62,106,135
1,2025-04-01 14:03:07,62,106,135
1,2025-04-01 14:03:08,63,106,135
1,2025-04-01 14:03:08,63,106,135
